conv_id,n_turns,input_length_mean,output_length_mean,input_length_total,output_length_total,total_length,channel_mode
e1fc6703-a63d-4cec-9e5c-2d87cea435c8,1,67.0,594.0,67,594,661,1
77359dc5-8f7c-4129-b464-cb5ab558f766,9,12.0,494.44444444444446,108,4450,4558,1
BE3FD6C8-AFAC-48A5-9C21-D5B54BFCFA06,1,68.0,708.0,68,708,776,1
B62EDD45-8D1E-40E0-9A81-400F9AA1A08E,4,51.5,400.0,206,1600,1806,1
00f1ac90-b9ce-4d52-8dd5-c6c0e4affff1,1,35.0,419.0,35,419,454,1
A363C136-AA7B-4BF9-87C8-9D1FAA1EC947,3,13.0,776.0,39,2328,2367,1
32DABC6A-064B-4A58-9D98-4DC3A4294F3B,1,61.0,356.0,61,356,417,1
9214A1E4-2FCE-4ED9-AC4D-4CC5EB9A4D4D,1,47.0,310.0,47,310,357,1
44009ee6-e398-4c04-8e57-5b2b0d9ad109,1,28.0,383.0,28,383,411,1
5E82BA34-9FF9-4A21-AE52-B0340B3B1BF4,4,33.0,525.25,132,2101,2233,1
154dec8e-0bd6-4190-b395-90d7071d3659,1,56.0,518.0,56,518,574,1
F6F586B4-6866-4AC0-951B-A08C2B38BD20,3,23.333333333333332,386.6666666666667,70,1160,1230,1
6c2bac33-29e8-4ee7-bf6a-95b0549fcda5,8,44.75,683.125,358,5465,5823,1
b0c15652-67ae-4aa6-8bb1-6a07502795ed,1,108.0,299.0,108,299,407,2
61b63c82-aa47-4a22-8efc-20c428ab158a,1,5.0,658.0,5,658,663,1
4beb8df6-60e5-44ed-a879-6ed8754e93e4,4,12.25,501.75,49,2007,2056,1
72b2f0f9-78a2-4ef7-8538-de084449861f,3,68.0,755.3333333333334,204,2266,2470,1
ADBF9FD8-B6E3-47EE-B0E9-772490078759,4,12.5,388.75,50,1555,1605,1
6a6ab4f1-4fbd-4e9b-871a-67ac2c80a5c9,1,91.0,636.0,91,636,727,1
C37365EF-3CA6-44FA-BB23-F30D599F0D13,1,81.0,318.0,81,318,399,1
817ccfa9-6a96-43be-981c-8f49bfcae041,4,28.75,590.5,115,2362,2477,1
d7e2f4b9-4c1a-4149-b5bf-a885d5108fa8,3,74.66666666666667,567.3333333333334,224,1702,1926,1
fb13f424-7fb5-423e-85ef-e153794977ec,1,82.0,382.0,82,382,464,1
E092BE37-32B1-4C68-840C-89949AF7EADA,1,48.0,689.0,48,689,737,2
CF1988BE-9E6C-4B57-A118-364D65D8D085,1,56.0,513.0,56,513,569,1
4d97c35d-f807-4f9c-9ca4-08db5faec920,3,31.666666666666668,326.3333333333333,95,979,1074,1
9B203D14-12C9-42ED-BB29-D298732971C8,4,48.0,549.75,192,2199,2391,1
B06B91A7-B6B0-4EA3-8F78-486A3BAA3696,3,17.666666666666668,764.6666666666666,53,2294,2347,1
991BE811-29C4-4DF2-85E5-1977FAFE7765,3,50.333333333333336,312.0,151,936,1087,1
701263EF-1356-4162-A6C7-76A3F63C08DB,3,62.666666666666664,494.6666666666667,188,1484,1672,1
7d543c3b-4d65-4f96-beed-1cd8426cc42e,1,84.0,340.0,84,340,424,1
32D22D96-7FBE-434C-8B14-5BE8E2106D93,3,60.0,394.3333333333333,180,1183,1363,1
30e3ce3a-e5a7-48fa-bfdd-c82333c96528,1,50.0,441.0,50,441,491,1
473338D3-90F3-42EF-8E38-1E6C20B8FD19,1,46.0,453.0,46,453,499,1
7DAB9601-A8AC-4C49-9284-FF9AB03C6813,1,96.0,621.0,96,621,717,1
5b3c9d88-7120-488e-9d1d-3db453402365,1,39.0,601.0,39,601,640,1
4b50d4c6-371f-48e2-bf0a-b6a686a761a2,1,39.0,480.0,39,480,519,1
cd5e9476-5684-425a-bad1-3b2353489630,1,64.0,589.0,64,589,653,1
0CF12430-E2EF-443E-9272-9F2123C2EAD8,1,91.0,695.0,91,695,786,1
d38f6928-ead9-499d-9300-44389d8e5514,1,61.0,673.0,61,673,734,1
5A7D962C-DC19-4875-8BC9-236304DA14EC,1,58.0,296.0,58,296,354,1
0a8ba1a0-bf33-462f-9893-61ae159f0aab,1,25.0,649.0,25,649,674,1
D6AF941F-55D7-467B-862C-DEC6308B805E,7,17.0,580.1428571428571,119,4061,4180,1
8DBE4B24-9FE9-42E1-A4B6-C40D6ECE62CF,3,32.666666666666664,583.6666666666666,98,1751,1849,1
620f7e78-b278-41a6-ad31-31db4e4ad598,1,75.0,559.0,75,559,634,1
d2e1fe3d-f273-4ffe-9296-338fdf0460fe,1,34.0,500.0,34,500,534,1
285cfc88-29f6-4426-b107-93e6cf8bb0bf,1,40.0,507.0,40,507,547,1
2c8cd176-d2a9-443a-a5a7-70d4b8cdd60a,1,34.0,269.0,34,269,303,2
D36617F9-5725-4304-9EBB-19BB0A27F3A5,1,19.0,697.0,19,697,716,1
72517159-4f1c-4df4-9e68-e374c8f7723b,1,58.0,472.0,58,472,530,1
025c4c06-d73c-4fa3-b9f7-63c0366ae3c5,1,32.0,221.0,32,221,253,1
b2d4e771-84d9-4865-932b-817632d4ce99,1,32.0,200.0,32,200,232,1
2031db0d-81f0-421a-8da8-4ce0d012f6eb,3,29.333333333333332,745.0,88,2235,2323,1
2623D157-49AE-4FA2-8608-3AF0BF37B1C1,1,29.0,551.0,29,551,580,1
ebf2eeda-9f59-4169-ad76-c45519dcdada,8,16.875,518.875,135,4151,4286,1
f39eb4c5-747b-492c-86d9-353ba8d26137,1,43.0,418.0,43,418,461,1
4b34db60-6fb9-4c22-a073-d1f419861291,1,54.0,429.0,54,429,483,1
C21EC9D7-597F-4ED0-9161-915A461C0F82,7,35.285714285714285,302.2857142857143,247,2116,2363,1
54ba56f0-8bd7-49b3-aa1b-97408f56475f,1,13.0,279.0,13,279,292,1
31984e24-07ed-4cda-ac92-d8841b422a12,1,61.0,623.0,61,623,684,1
CF829AE4-5319-4491-9916-13D16D78E458,1,11.0,269.0,11,269,280,1
0c80d91c-ccf4-4bb8-a8c8-ceee5f9dc312,3,66.66666666666667,228.66666666666666,200,686,886,2
443c61b4-1ac9-4cf2-a581-7857fd2f7d1d,1,130.0,404.0,130,404,534,1
2E5D1E64-FBA6-4340-BDE4-ED1716EC889C,1,44.0,610.0,44,610,654,1
ce6fdc86-af74-4387-bd4b-c27c964731eb,1,48.0,698.0,48,698,746,1
c92339b5-e53b-43d3-8107-21c6a0566a93,1,11.0,367.0,11,367,378,1
c0ddad64-2d25-4e3d-990a-0e01de81a4cb,1,21.0,574.0,21,574,595,1
0208c9fb-5a87-4b7f-ad35-2a10d5630f52,1,24.0,335.0,24,335,359,1
de2d750a-3c20-40c3-ab85-fea04c985ec1,1,55.0,452.0,55,452,507,1
a8b740c8-507b-4eec-b7fd-b429e710a0b3,1,20.0,690.0,20,690,710,1
32b3c44f-455c-4780-949f-272ff8e3aee8,3,27.333333333333332,733.0,82,2199,2281,1
B1765D67-3F76-4FA4-9815-1B5F0C9BA9ED,1,26.0,422.0,26,422,448,1
C21CFF79-55D7-483F-AF81-10114C540AE1,3,23.333333333333332,440.0,70,1320,1390,1
a50bd76d-1827-4c10-924c-42ff9be286bb,4,39.0,433.5,156,1734,1890,1
9BA1243C-2D68-4EA5-9FFF-7F336DC0757D,1,43.0,376.0,43,376,419,1
4ef21517-6992-41e6-9d61-f3459bb63734,6,37.333333333333336,699.8333333333334,224,4199,4423,1
3a71fe73-bbe8-4bc2-a321-436e2b151808,5,13.2,598.8,66,2994,3060,1
7273a76b-c2cf-40ef-b4da-6620d21fc214,1,72.0,242.0,72,242,314,1
9259f5b3-669d-43db-9dae-5a56a4701cf0,1,53.0,333.0,53,333,386,1
57416245-c339-410e-8e8b-a2ec88c7a3bc,3,32.666666666666664,342.6666666666667,98,1028,1126,1
7ff019e0-c522-429e-80fc-0ccd65fef4c2,1,55.0,306.0,55,306,361,1
7523D2D4-DB69-48FE-8036-F2F7103FAB8A,3,70.0,621.0,210,1863,2073,1
90069CD5-8B03-43EC-B889-265E216B9DB2,4,47.25,510.75,189,2043,2232,1
647CC492-B1E3-478F-9A74-F299B0BAE8E9,1,13.0,519.0,13,519,532,1
6c8d732a-601a-46b0-ae08-8750b2273a2f,1,53.0,479.0,53,479,532,1
313D6FA2-6761-4673-8EA5-8897925E70BF,1,50.0,484.0,50,484,534,1
1b40552b-062b-43d1-94fd-f3a60d9033f5,1,121.0,370.0,121,370,491,1
d5f4bc70-8f96-4312-aac3-6286b6f55b31,4,82.75,549.0,331,2196,2527,1
CCE6E5A1-D56E-4852-90C2-E2F938714A0B,1,47.0,904.0,47,904,951,1
599ABF17-7A6B-4C3C-B4EE-76E22A59A327,1,51.0,434.0,51,434,485,1
e42facac-d20c-49b5-85e8-428b177c4131,3,18.666666666666668,452.0,56,1356,1412,1
7E06A96F-998E-4E9C-9527-1B8FC03E74A2,1,19.0,352.0,19,352,371,1
408f1b60-7b4d-45a8-890f-3b77a3c5ccde,1,40.0,381.0,40,381,421,1
14795f4c-2bb3-4cb0-b0ae-40dfcf2907a8,3,32.0,249.66666666666666,96,749,845,1
af222787-4048-4629-a60b-59a62c8c1a72,3,47.333333333333336,426.6666666666667,142,1280,1422,1
3da1f4e7-726f-4366-bbdb-e4cdea595bad,4,80.25,435.75,321,1743,2064,1
f00f31c4-c4c4-4d96-a363-9bab48eadb45,1,27.0,585.0,27,585,612,1
c3cd1c8a-6283-45e2-860e-2eb1f5aae297,3,58.666666666666664,488.6666666666667,176,1466,1642,1
2F67B8BD-63C8-48A8-A95A-355C20BC1DB1,1,29.0,622.0,29,622,651,1
1c0681b6-2141-4ab7-9de4-aa31c43df498,3,26.666666666666668,551.6666666666666,80,1655,1735,1
F7EB3162-6322-49DB-8F02-3BBC835FEDC4,3,70.33333333333333,390.0,211,1170,1381,1
6CDAE57E-2C9A-44C4-85BF-03FB6AA39E13,3,53.666666666666664,612.0,161,1836,1997,1
76E487D7-C2CC-45FD-AE3F-B337ACF055A1,3,49.333333333333336,456.0,148,1368,1516,1
66ad423c-2784-44c9-9728-cdbb271c033f,1,114.0,590.0,114,590,704,1
4876b6d4-c950-42e9-8f2b-0f118b0663ad,1,37.0,563.0,37,563,600,1
CE74E903-24F0-4B6F-97EF-DE80F9EFD7AE,4,13.75,794.25,55,3177,3232,1
AF258F33-188C-443F-957C-D6E33D00A605,3,25.666666666666668,475.0,77,1425,1502,1
A69C2D75-F872-4288-895B-170ADBBAB9D9,3,54.333333333333336,582.6666666666666,163,1748,1911,1
2d03ede4-f7c2-493d-9f9b-746d23a123ab,3,19.333333333333332,376.6666666666667,58,1130,1188,1
145757BC-B4B5-451A-992F-046816191B42,1,35.0,353.0,35,353,388,1
04AD946C-2340-4E66-B7C8-1F9BE4F852DA,1,85.0,411.0,85,411,496,1
C4F7DF03-5D8B-41F9-8E45-521BA49D4BAD,1,47.0,438.0,47,438,485,1
EEBCB851-5A85-46EF-AD89-69C5829F7317,1,63.0,793.0,63,793,856,1
31290813-aa3d-46bd-a0a8-a8b2e32d374d,1,21.0,232.0,21,232,253,1
594A3693-EFA8-4684-A270-616DEBDF93F4,1,16.0,452.0,16,452,468,1
fe642b8f-af80-42bb-887b-5caa808d0425,1,98.0,578.0,98,578,676,1
9e33a529-6fec-4da0-ac27-8261c24d5a72,1,41.0,783.0,41,783,824,1
5d769f54-cd6c-4eca-ab46-debe07407b3c,4,35.75,381.0,143,1524,1667,1
9b74a9db-9172-4acb-82cc-e12f8a31fffb,1,15.0,473.0,15,473,488,1
1ba5c847-da49-4718-8184-57496f79c9e6,6,26.333333333333332,546.1666666666666,158,3277,3435,1
5171537A-B5DC-42CD-AC08-5C83D0207A28,3,34.0,286.0,102,858,960,1
3cb14189-fd7b-4457-b26a-4781831aa2fb,1,48.0,400.0,48,400,448,1
ac6b0512-f83a-49c9-92b5-d55e9df7ecb2,1,43.0,350.0,43,350,393,1
9439EB9F-6F6A-433B-8E49-DF0B4BAC4D8E,3,36.0,387.3333333333333,108,1162,1270,1
BEF2FB9E-8528-4460-BA9C-4F5EF9FB5982,4,32.5,331.0,130,1324,1454,1
B806BB34-952C-4433-8585-ED666D7B8C14,1,58.0,512.0,58,512,570,1
8325896b-9fc2-4e81-bd1a-bdb7e5c344fa,3,107.33333333333333,280.3333333333333,322,841,1163,1
d9dc024f-a366-416a-b1f1-83b36920f759,1,25.0,589.0,25,589,614,1
a994f2e3-fbd1-4c65-be8a-0c859dc550a4,1,83.0,737.0,83,737,820,1
860f40d3-d424-45d6-bdc4-7c94fec3b227,1,39.0,575.0,39,575,614,1
EC940234-F4FD-42C1-9654-DA1DEAAD59E5,1,45.0,285.0,45,285,330,1
b613a3a8-593a-4475-8395-d95aa63002d6,1,41.0,652.0,41,652,693,1
b981b1b4-cce9-4507-bc82-5b1ecd5544b5,1,154.0,622.0,154,622,776,1
1de31f9b-8a33-49bc-b65c-86de18845823,4,39.25,404.75,157,1619,1776,1
c75b845f-9e63-45c0-a0e6-a7cf652f03a3,3,67.66666666666667,188.66666666666666,203,566,769,2
127af868-0122-4852-8e27-23d4748fa1e4,1,22.0,232.0,22,232,254,1
2b45231a-8e72-474f-9b04-744a4674e4b8,3,18.333333333333332,197.33333333333334,55,592,647,1
a4f90c92-44aa-4290-96d2-5b9be90e37c2,1,62.0,446.0,62,446,508,1
74318F0B-BF00-4F5E-9CE6-BA890A6836B6,1,76.0,312.0,76,312,388,1
c10f5619-16fb-4927-aecb-8e4e5c4c757e,5,29.6,213.2,148,1066,1214,2
30852421-6E60-4F85-8783-4068979BA405,1,16.0,329.0,16,329,345,1
29E01F42-BCA0-4241-9107-4895203E5CA6,1,40.0,674.0,40,674,714,1
A0A08EF2-6E8C-4C3F-A30E-064D649239A1,1,46.0,389.0,46,389,435,1
998879e5-5bad-449e-bc2e-733c85328cfb,1,78.0,442.0,78,442,520,1
d60f1a79-ee78-4c0b-85cc-83702390411b,1,32.0,212.0,32,212,244,1
2a84be42-b4ae-441b-8bf9-e9ea4ad4e886,1,38.0,633.0,38,633,671,1
5D20D574-7037-4750-8986-BB5071743E00,1,34.0,415.0,34,415,449,1
963d1ab9-14d5-4619-b6e3-228ac7938bb5,1,20.0,431.0,20,431,451,1
5c2d10c6-875a-4fe5-aeb2-26d55357dec9,1,50.0,541.0,50,541,591,1
5e30290a-4634-4856-876d-9d96e441cc28,1,19.0,741.0,19,741,760,1
0175c94f53de04fa0808a2ffebf8ed88,1,80.0,927.0,80,927,1007,1
9c1bdcd8-e162-4714-b45f-503a3a1f6677,3,27.666666666666668,437.0,83,1311,1394,1
5adbfcbf-e09d-4567-985f-9c588f200f5f,1,42.0,1097.0,42,1097,1139,1
332FEADB-207A-4E30-B0BD-800653B9B97C,4,23.75,318.75,95,1275,1370,1
46A54F29-1EFA-494C-AE7C-FE03B3036FF7,1,60.0,624.0,60,624,684,1
78465287-adbb-44fe-8fc1-8377fe69fe8b,1,32.0,338.0,32,338,370,1
FE9369C6-2DA6-4536-8278-D1024BBDA277,1,24.0,544.0,24,544,568,1
C1DE3815-0C82-4BCE-914A-838BB719D4F9,1,37.0,541.0,37,541,578,1
8F667856-45A7-4889-AF0A-C10C2B0D9EA9,1,77.0,511.0,77,511,588,1
A1D67F86-16A3-4E58-B608-02C0C67A60A4,3,65.0,411.6666666666667,195,1235,1430,2
1D5F4304-1A04-4120-93FB-224EDE910E0D,3,32.333333333333336,456.6666666666667,97,1370,1467,1
22599fce-8a16-442d-81bd-f891225d229e,1,22.0,313.0,22,313,335,1
5F7F0AD7-497B-48A9-BBCB-891B4F88ACC9,5,17.6,305.6,88,1528,1616,1
8bb9c747792b5a897b76dbb606fb72d9,3,37.333333333333336,475.0,112,1425,1537,1
06f85b06-5f35-48e6-9a28-bec4659faa90,1,47.0,585.0,47,585,632,1
92D64B08-1E7A-4477-BF99-5C3CBB0B474F,4,32.5,527.0,130,2108,2238,1
be483b45-73e3-44c5-a88b-27b89accab38,4,40.25,307.75,161,1231,1392,1
61dba488-3c3c-4d72-b20d-dc24d68ff767,1,8.0,280.0,8,280,288,1
9353B8F7-C516-401A-B85D-6E4C842B4ECC,1,76.0,549.0,76,549,625,1
76ffca96-7181-4262-ac45-d8c8d5231fd7,1,34.0,318.0,34,318,352,1
988C58F2-457B-4FF4-AB4B-5638271CA201,1,103.0,597.0,103,597,700,1
9CA15CCF-EE01-4679-9279-4BA8AAEF595C,4,58.75,641.5,235,2566,2801,1
b0cad5a5-1d14-478e-a08a-5ef177822456,4,65.25,618.5,261,2474,2735,1
9371677e-047f-46b4-bd49-d6e40655324b,1,21.0,696.0,21,696,717,1
34c911f5-306e-4da0-9546-d1e2d1f165f9,1,23.0,543.0,23,543,566,1
0F91B901-6A80-4AA6-9545-613E8EB67370,3,20.666666666666668,488.6666666666667,62,1466,1528,1
F63456B6-244A-4AB0-870C-AA97E70A369F,1,33.0,284.0,33,284,317,1
7FA58A0A-B0A4-445F-AA77-1AA4B6F6D04B,3,27.666666666666668,666.3333333333334,83,1999,2082,1
E267427D-1C06-44B8-951A-44D9F3F27CAF,1,22.0,703.0,22,703,725,1
ed85e060-e94c-4588-a257-5a3f9ad826f4,1,29.0,488.0,29,488,517,1
0DD4B349-D164-4658-87C0-1067C7C2EB9D,3,48.666666666666664,634.0,146,1902,2048,1
9173E6D9-2D1C-40F5-BF55-DA9ED5CF238A,3,62.666666666666664,581.6666666666666,188,1745,1933,1
45b7a203-f7ac-4ec9-a2d6-d323b2ccfa6d,1,27.0,552.0,27,552,579,1
85ef4ea5-9153-434f-b37b-f3f34eda1794,1,444.0,740.0,444,740,1184,1
2ce4f62a-6335-4cb7-a6cc-c70486d72ecf,6,72.16666666666667,326.6666666666667,433,1960,2393,1
1745f2e2-ffbf-4818-9648-4129d9a752e2,1,43.0,227.0,43,227,270,1
508a4c7e-8022-4ab5-b4a7-27143285f97c,1,29.0,456.0,29,456,485,1
ef742c57-b661-403d-b220-090dd7898f36,7,26.714285714285715,386.7142857142857,187,2707,2894,1
B780BA50-EC2F-41DB-BF94-E46125EEDFE9,1,77.0,492.0,77,492,569,1
0EC24F9C-2276-4780-AD4A-7325E27E273F,3,43.666666666666664,506.3333333333333,131,1519,1650,1
d72dd0f4-c835-4d2c-a937-ceed1278bc8f,1,57.0,570.0,57,570,627,1
211853CE-3C67-4C07-BC53-5B30BB46389F,1,17.0,561.0,17,561,578,1
770cd9fa-9670-4d6c-9944-57fbb79472bf,3,54.0,268.6666666666667,162,806,968,1
a3b08ff9-12a3-4fba-988b-870b499a379b,1,16.0,332.0,16,332,348,1
490a5405-a229-47f8-b950-695960e9d14b,3,45.0,484.6666666666667,135,1454,1589,1
1c22acaa-d046-4dda-9f7e-296ca3e8c97c,3,63.0,615.0,189,1845,2034,1
8D21DA17-4885-4F4A-A442-3C92DDD1D723,1,32.0,404.0,32,404,436,1
FB740609-205C-4F3D-9FAD-8860F73E1A80,1,49.0,456.0,49,456,505,1
53523289-98a2-47b8-b46c-456d89dd598e,3,16.0,392.6666666666667,48,1178,1226,1
c20b8340-71d2-479b-93e3-b4c66261c56d,6,38.0,635.6666666666666,228,3814,4042,1
455670F5-585E-4CFC-B515-9D9473907BE8,4,62.75,547.75,251,2191,2442,1
D2C29229-CF7A-4E1F-A65F-1C93093F6A12,3,27.0,339.3333333333333,81,1018,1099,1
2A49126D-0222-459C-BB54-7D127CE5BFF7,6,38.166666666666664,359.0,229,2154,2383,1
580e2f39-1754-4163-ab3e-ec36003447ee,3,81.0,353.3333333333333,243,1060,1303,1
34B44CFF-1DB3-4E9C-AAF0-7EBF917C92CC,1,81.0,484.0,81,484,565,1
3FE1ABFC-CA08-422B-B4DA-C1CD7410CF94,1,58.0,854.0,58,854,912,2
53E9124D-74C8-4992-8DCA-150290EF4CB6,1,25.0,455.0,25,455,480,1
F7B77BE1-F068-4037-A85D-E751F75AD7B0,5,27.8,421.2,139,2106,2245,1
EE8C8E04-4FB4-4F76-AADD-E8CFEA15438A,3,47.0,679.6666666666666,141,2039,2180,1
4933058d-80f8-4118-9a3a-82d8d9e9c08b,1,25.0,147.0,25,147,172,1
6A818DC1-805A-4770-818E-87CE344AC398,4,24.25,518.75,97,2075,2172,1
BBEAD7C2-5538-4277-AE75-548544F3396E,1,24.0,587.0,24,587,611,1
FF04CF3B-61E4-492A-B2BB-B37BFE2216A5,3,50.333333333333336,563.0,151,1689,1840,1
d2720b6a-b0b5-44c8-98fb-b60cc30bcbc6,3,22.0,420.0,66,1260,1326,1
d10347cb-9b94-4287-addf-c7cfd4f72c1c,1,61.0,596.0,61,596,657,1
7383df0d-bad2-4b64-8326-63bf1efc08b1,5,61.4,626.2,307,3131,3438,1
513FFB13-B2C2-422C-ADF9-972587F4A13A,1,58.0,291.0,58,291,349,2
4fb01981-90e5-4f9b-a872-a6f7403a2fef,5,21.4,410.0,107,2050,2157,1
93e30721-8e42-467a-82a7-6413e4df932f,4,17.0,887.25,68,3549,3617,1
6EE0E166-FE3C-4F33-B9C5-69B965CAA83F,1,34.0,273.0,34,273,307,1
0e74c237-c8f8-40a0-9911-6dfb35653fde,3,40.666666666666664,520.0,122,1560,1682,1
93a35706-45df-4ffe-a975-da48985f06da,3,61.666666666666664,553.0,185,1659,1844,1
E5D4FB51-73C4-491D-AA72-EC59A842B55B,3,39.0,609.3333333333334,117,1828,1945,1
690a1831-524e-4e1c-9ad3-19b45c8f8e3c,1,45.0,150.0,45,150,195,2
80D49987-5093-41E4-8D19-1D13B89CFED7,3,69.66666666666667,702.6666666666666,209,2108,2317,1
B3AB9BFE-5A9B-4D5D-B464-F814C004FE87,4,37.5,390.0,150,1560,1710,1
685D9416-B60D-4668-B850-2047790A4BBB,1,77.0,698.0,77,698,775,1
2E27FEDC-CAE6-419B-94BA-AB47CDD36E99,3,36.0,458.6666666666667,108,1376,1484,1
d40ee028-b118-4dd0-a1d9-f1bd258a5ad8,1,44.0,638.0,44,638,682,1
DD719C54-A926-4758-8072-4E22B343B874,1,57.0,576.0,57,576,633,1
49c1a78a-7295-423f-a068-7923631a0bba,1,62.0,537.0,62,537,599,1
33DB3F8B-CA47-4FB1-8002-83C855E31E63,1,60.0,775.0,60,775,835,1
4f3d5845-c3e2-4d30-878c-1c57715bc2f2,1,52.0,431.0,52,431,483,1
A1F1F4CB-6AE4-4FA5-A438-70E96182CCE1,4,32.5,488.5,130,1954,2084,1
C494DB74-E3C3-47EC-AC35-0AD5B721E346,1,65.0,465.0,65,465,530,1
DF97294B-3BF9-4AEC-B8D5-72A2249E6014,1,61.0,277.0,61,277,338,1
7dee4e44-dce6-4ed0-82cd-56e837178d3f,1,64.0,710.0,64,710,774,1
d40ff9e2-5b82-4a1b-bf2f-88e400d7037e,3,20.0,685.3333333333334,60,2056,2116,1
3f03d10635341c811ea9b278cbd9ab71,4,39.0,375.25,156,1501,1657,1
f44e8e20-dba7-4296-899c-5b25b9fee572,3,55.0,260.6666666666667,165,782,947,2
6716583a-1ec3-425d-a270-4fe519ea4a01,3,74.33333333333333,730.0,223,2190,2413,1
26da6a76-13f9-44f6-80e6-da1a46bf39cb,1,51.0,656.0,51,656,707,1
2d79c725-f7e5-4e7b-812d-7f6a5cb2e0b5,1,61.0,617.0,61,617,678,1
98d27480-895b-4411-a4b0-7216079baa09,1,24.0,314.0,24,314,338,1
72188763-3ce8-4185-8beb-0d21b00a8e9d,1,30.0,500.0,30,500,530,1
f2584b98-9670-4813-ad19-c8450204cb1b,3,65.66666666666667,291.6666666666667,197,875,1072,2
5541bd08-f08d-4340-bc5f-db121b8e0223,7,48.42857142857143,485.14285714285717,339,3396,3735,1
AB434BA2-843B-4344-B075-FFEB0B072EE1,1,42.0,362.0,42,362,404,1
435c0826-87a4-48c5-a7e0-a846c8c449ff,1,21.0,775.0,21,775,796,1
f71748ab-bb87-4baf-b9d7-d3e11edbbf48,1,22.0,902.0,22,902,924,1
5ee14569-b88e-49f7-9124-43ed4169b688,3,35.333333333333336,646.3333333333334,106,1939,2045,1
32913981-77e0-4fb1-bd27-454ddf8aa68c,1,39.0,296.0,39,296,335,1
108BE45F-0A82-4F46-AFF4-D9B09AB22058,3,28.0,330.0,84,990,1074,1
36083A7D-1A09-4FF6-8558-05F5935BB530,5,37.6,460.8,188,2304,2492,1
81B20411-7EB5-4C99-B905-13129C7139A6,1,23.0,516.0,23,516,539,1
29F51052-B303-4900-B807-9A0E984BBE99,1,28.0,564.0,28,564,592,1
fc1180f3-4e5e-4409-90b1-ed3894fdcd88,1,125.0,602.0,125,602,727,1
7B59991A-0EF5-47EC-95DF-2F9FBF4788B1,1,13.0,488.0,13,488,501,1
90529D1C-B839-4E5C-8D34-DA5E7126B498,3,15.666666666666666,472.0,47,1416,1463,1
